Ref	Count	SecCount	SupCount
ptg000270l	135		
ptg000273l	36		
ptg000284l	75		
ptg000286l	2233		
ptg000289l	1280		
ptg000290l	87895		
ptg000291l	19161		
ptg000292l	21925		
ptg000301l	38330		
ptg000305l	5424		
ptg000317l	65976		
ptg000319l	8516		
ptg000320l	19		
ptg000323l	18427		
ptg000324l	6314		
ptg000325l	13820		
ptg000327l	26		
ptg000330l	25		
ptg000340l	5313		
ptg000349l	17		
ptg000350l	2379		
ptg000351l	244		
ptg000355l	44		
ptg000357l	426		
ptg000358l	122		
ptg000361l	540		
ptg000365l	473		
ptg000367l	132		
ptg000371l	24		
ptg000372l	12212		
ptg000374l	4996		
ptg000378l	3662		
ptg000380l	162		
ptg000386l	17696		
ptg000389l	14		
ptg000390l	169		
ptg000393l	645		
ptg000394l	29780		
ptg000398l	8043		
ptg000401l	98		
ptg000403l	30324		
ptg000406l	19649		
ptg000411l	7497		
ptg000418l	8		
ptg000421l	2200		
ptg000423l	329		
ptg000424l	3967		
ptg000429l	275		
ptg000435l	102		
ptg000436l	294		
ptg000437l	668		
ptg000438l	53122		
ptg000439l	30677		
ptg000442l	253		
ptg000444l	40505		
ptg000446l	23		
ptg000448c	839		
ptg000449l	5786		
ptg000450l	771		
ptg000452l	33244		
ptg000454l	7786		
ptg000456l	2244		
ptg000457l	76		
ptg000463l	155		
ptg000469l	4		
ptg000470l	12993		
ptg000471l	59697		
ptg000472l	2		
ptg000477l	2005		
ptg000478l	25313		
ptg000480l	213		
ptg000482l	135		
ptg000484l	5946		
ptg000485l	2		
ptg000486l	76605		
ptg000487l	470		
ptg000488l	2439		
ptg000491l	41		
ptg000493l	10029		
ptg000494l	1431		
ptg000497l	15704		
ptg000498l	46329		
ptg000499l	11061		
ptg000500l	49		
ptg000502l	2		
ptg000505l	75		
ptg000506l	3080		
ptg000510l	19		
ptg000513l	2		
ptg000515l	25		
ptg000517l	40		
ptg000518l	417		
ptg000521l	32		
ptg000522l	19		
ptg000523l	448		
ptg000524l	10		
ptg000530l	13534		
ptg000532l	17681		
ptg000533l	239		
ptg000534l	356		
ptg000535l	8		
ptg000537l	10599		
ptg000538l	108		
ptg000541l	5679		
ptg000546l	530		
ptg000551l	1580		
ptg000554l	129		
ptg000556l	1385		
ptg000559l	499		
ptg000564l	13462		
ptg000567l	7770		
ptg000572l	8		
ptg000573l	4		
ptg000575l	5765		
ptg000578l	30		
ptg000582l	7603		
ptg000584l	23		
ptg000590l	20		
ptg000593l	1137		
ptg000598l	4568		
ptg000599l	42050		
ptg000604l	3633		
ptg000606l	880		
ptg000612l	1973		
ptg000614l	3535		
ptg000618l	2		
ptg000621l	31		
ptg000622l	601		
ptg000623l	4		
ptg000625l	10644		
ptg000626l	72		
ptg000630l	2033		
ptg000633l	18		
ptg000635l	11955		
ptg000639l	110		
ptg000640l	1847		
ptg000642l	133		
ptg000644l	134		
ptg000649l	85		
ptg000651l	27024		
ptg000654l	24		
ptg000657l	3134		
ptg000658l	5374		
ptg000662l	3		
ptg000663l	208		
ptg000665l	30391		
ptg000666l	10941		
ptg000668l	498		
ptg000669l	781		
ptg000671l	20		
ptg000675l	2369		
ptg000676l	334		
ptg000681l	3720		
ptg000683l	4551		
ptg000684l	1040		
ptg000686l	1576		
ptg000689l	467		
ptg000693l	1253		
ptg000696l	38078		
ptg000699l	14		
ptg000700l	8		
ptg000703l	27974		
ptg000705l	2350		
ptg000706l	661		
ptg000712l	8		
ptg000713l	975		
ptg000714l	3046		
ptg000726l	1428		
ptg000727l	39		
ptg000731l	1103		
ptg000732l	31		
ptg000734l	293		
ptg000739l	804		
ptg000744l	407		
ptg000745l	1		
ptg000748l	334		
ptg000749l	104		
ptg000752l	68		
ptg000753l	6923		
ptg000759l	2307		
ptg000760l	2		
ptg000761l	60		
ptg000762l	51		
ptg000765l	2538		
ptg000766l	125		
ptg000772l	55		
ptg000773l	1679		
ptg000774l	2243		
ptg000775l	19028		
ptg000777l	14091		
ptg000779l	12		
ptg000780l	78		
ptg000781l	889		
ptg000784l	1184		
ptg000787l	23973		
ptg000790l	613		
ptg000791l	325		
ptg000793l	97		
ptg000795l	52		
ptg000796l	8225		
ptg000800l	133		
ptg000803l	17679		
ptg000804l	3226		
ptg000807l	25		
ptg000808l	515		
ptg000811l	4		
ptg000813l	5523		
ptg000814l	999		
ptg000818l	517		
ptg000823l	45		
ptg000826l	4		
ptg000828l	1		
ptg000832l	488		
ptg000834l	5284		
ptg000835l	2		
ptg000843l	93		
ptg000844l	40		
ptg000847l	1013		
ptg000849l	48		
ptg000856l	61		
ptg000858l	83		
ptg000859l	494		
ptg000862l	2		
ptg000864l	1661		
ptg000870l	2891		
ptg000872l	246		
ptg000873l	852		
ptg000874l	16		
ptg000875l	5057		
ptg000878l	52		
ptg000880l	1814		
ptg000881l	196		
ptg000882l	1246		
ptg000886l	13		
ptg000891l	5288		
ptg000893l	74		
ptg000894l	7		
ptg000898l	3720		
ptg000900l	6068		
ptg000906l	71		
ptg000907l	67		
ptg000908l	170		
ptg000911l	16		
ptg000912l	86		
ptg000914l	2343		
ptg000918l	15539		
ptg000919l	23		
ptg000921l	2210		
ptg000928l	3945		
ptg000930l	97		
ptg000931l	50		
ptg000934l	457		
ptg000935l	1583		
ptg000936l	14		
ptg000938l	9		
ptg000941l	17		
ptg000942l	4144		
ptg000943l	2141		
ptg000944l	7		
ptg000945l	174		
ptg000946l	7251		
ptg000947l	1404		
ptg000948l	4		
ptg000950l	2		
ptg000953l	852		
ptg000954l	13		
ptg000956l	336		
ptg000958l	1447		
ptg000959l	10		
ptg000960l	1095		
ptg000962l	95		
ptg000965l	1623		
ptg000966l	16		
ptg000967l	577		
ptg000969l	811		
ptg000975l	10		
ptg000978l	297		
ptg000980l	20		
ptg000985l	36		
ptg000986l	725		
ptg000987l	5558		
ptg000988l	275		
ptg000989l	132323		
ptg000991l	444		
ptg000996l	6240		
ptg001003l	149		
ptg001005l	64		
ptg001006l	1823		
ptg001009l	6		
ptg001011l	2728		
ptg001012l	54295		
ptg001013l	42		
ptg001016l	566		
ptg001017l	1106		
ptg001018l	4030		
ptg001022l	1205		
ptg001023l	32		
ptg001024l	3631		
ptg001027l	20		
ptg001028l	166		
ptg001029l	18		
ptg001033l	1099		
ptg001036l	2		
ptg001038l	4		
ptg001041l	283		
ptg001042l	77415		
ptg001043l	26021		
ptg001048l	154		
ptg001049l	4		
ptg001052l	82		
ptg001054l	377		
ptg001055l	1244		
ptg001057l	4		
ptg001058l	374		
ptg001060l	175		
ptg001064l	4		
ptg001065l	150		
ptg001066l	346		
ptg001068l	473		
ptg001071l	67		
ptg001072l	98		
ptg001073l	3		
ptg001074l	688		
ptg001076l	44		
ptg001078l	57		
ptg001081l	78		
ptg001085l	43		
ptg001086l	511		
ptg001087l	31		
ptg001089l	9		
ptg001090l	49		
ptg001091l	44		
ptg001096l	46		
ptg001098c	1415		
ptg001100l	677		
ptg001106l	4882		
ptg001107l	4		
ptg001108l	4372		
ptg001113l	332		
ptg001114l	168		
ptg001115l	2		
ptg001119l	136		
ptg001120l	116		
ptg001121l	904		
ptg001122l	50		
ptg001123l	352		
ptg001124l	1085		
ptg001127l	6		
ptg001128l	484		
ptg001129l	29		
ptg001130l	53		
ptg001131l	22		
ptg001136l	163		
ptg001137c	183		
ptg001139l	28		
ptg001143l	8		
ptg001144l	2001		
ptg001145l	144		
ptg001146l	102		
ptg001147l	721		
ptg001149l	20		
ptg001150l	776		
ptg001151l	1735		
ptg001152l	154		
ptg001153l	40		
ptg001154l	78		
ptg001155l	72		
ptg001156l	625		
ptg001158l	48		
ptg001159l	1212		
ptg001161l	11		
ptg001163l	95		
ptg001164l	228		
ptg001166l	1130		
ptg001167l	495		
ptg001168l	167		
ptg001171l	97		
ptg001176l	81		
ptg001177l	296		
ptg001179l	126		
ptg001181l	2225		
ptg001184l	2344		
ptg001186l	16		
ptg001189l	158		
ptg001191l	35		
ptg001192l	320		
ptg001193l	32		
ptg001195l	6		
ptg001196l	18		
ptg001200l	2230		
ptg001202l	95		
ptg001204l	126		
ptg001205l	33		
ptg001207l	367		
ptg001208l	172		
ptg001210l	48		
ptg001211l	553		
ptg001213l	1856		
ptg001214l	860		
ptg001217l	1		
ptg001218l	3013		
ptg001219l	203		
ptg001220l	1		
ptg001222l	22454		
ptg001226l	148		
ptg001227l	1055		
ptg001228l	65		
ptg001231l	2836		
ptg001233l	6		
ptg001234l	35		
ptg001236l	12		
ptg001237l	20		
ptg001238l	1070		
ptg001239l	269		
ptg001241l	831		
ptg001243l	623		
ptg001244l	564		
ptg001245l	27		
ptg001246l	2		
ptg001248l	9		
ptg001249l	4		
ptg001252l	95		
ptg001253l	57		
ptg001255l	18		
ptg001260l	19686		
ptg001261l	902		
ptg001262l	326		
ptg001263l	305		
ptg001264l	598		
ptg001265l	21118		
ptg001266l	71		
ptg001267l	64		
ptg001271l	5		
ptg001272l	84		
ptg001273l	297		
ptg001275l	704		
ptg001277l	17		
ptg001278l	18		
ptg001279l	37		
ptg001280l	59		
ptg001281l	43		
ptg001282l	11		
ptg001283l	49		
ptg001284l	477		
ptg001289l	289		
ptg001290l	367		
ptg001291l	86		
ptg001295l	25		
ptg001297l	22		
ptg001303l	102		
ptg001304l	119		
ptg001306c	830		
ptg001307l	219		
ptg001308l	2809		
ptg001309l	2		
ptg001310l	2859		
ptg001311l	346		
ptg001312l	163		
ptg001313l	22		
ptg001314l	35		
ptg001315l	360		
ptg001316l	492		
ptg001318l	6		
ptg001319l	806		
ptg001322l	3137		
ptg001324l	4		
ptg001325l	10		
ptg001327l	19853		
ptg001328l	1		
ptg001329l	59		
ptg001331l	555		
ptg001332l	14006		
ptg001333l	27		
ptg001335l	71		
ptg001336l	120		
ptg001337l	226		
ptg001338l	14		
ptg001339l	40		
ptg001340l	448		
ptg001342l	1387		
ptg001343l	52		
ptg001345l	61		
ptg001346l	252		
ptg001347l	18		
ptg001348l	172		
ptg001350l	84		
ptg001351c	1199		
ptg001352l	28		
ptg001353l	12		
ptg001354l	215		
ptg001355l	22		
ptg001357l	5		
ptg001358l	23		
ptg001360l	26		
ptg001361l	296		
ptg001362l	25		
ptg001363l	106		
ptg001364l	77		
ptg001366l	10		
ptg001367l	25		
ptg001369l	12		
ptg001370l	13		
ptg001372l	207		
ptg001373l	4374		
ptg001374l	283		
ptg001375l	4		
ptg001376l	423		
ptg001377l	23		
ptg001378l	419		
ptg001379l	276		
ptg001380l	40		
ptg001381l	940		
ptg001383l	869		
ptg001384l	134		
ptg001386l	757		
ptg001387l	111		
ptg001388l	62		
ptg001390l	786		
ptg001391l	494		
ptg001393l	25		
ptg001394l	281		
ptg001395l	157		
ptg001396l	252		
ptg001401l	25		
ptg001402c	1		
ptg001404l	1		
ptg001405l	245		
ptg001406l	4		
ptg001409l	1009		
ptg001410l	70		
ptg001411l	91		
ptg001414l	16690		
ptg001415l	1045		
ptg001417l	14		
ptg001420l	39		
ptg001422l	14		
ptg001424l	121		
ptg001426l	3		
ptg001427l	585		
ptg001430l	41		
ptg001431l	60		
ptg001433l	1		
ptg001434l	2		
ptg001436l	2		
ptg001437l	647		
ptg001438l	48		
ptg001440l	81		
ptg001441l	143		
ptg001442l	12		
ptg001443l	5		
ptg001444l	6		
ptg001446l	11		
ptg001447l	1121		
ptg001448l	13		
ptg001451l	1331		
ptg001453l	125		
ptg001454l	2885		
ptg001455l	1442		
ptg001456l	7		
ptg001457l	7		
ptg001458l	228		
ptg001460l	411		
ptg001461l	19		
ptg001463l	17		
ptg001464l	12		
ptg001467l	576		
ptg001469l	95678		
ptg001470l	365		
ptg001472l	207		
ptg001474l	316		
ptg001476l	184		
ptg001477l	17		
ptg001479l	96		
ptg001480l	49		
ptg001482l	6		
ptg001483l	18		
ptg001485l	356		
ptg001486l	34		
ptg001488l	2583		
ptg001489l	178		
ptg001492l	6		
ptg001493l	444		
ptg001496l	9		
ptg001497l	4		
ptg001498l	423		
ptg001501l	99		
ptg001504l	662		
ptg001505l	4		
ptg001506l	16		
ptg001507l	12		
ptg001509l	358		
ptg001511l	467		
ptg001512l	455		
ptg001513l	430		
ptg001514l	14		
ptg001515l	62		
ptg001516l	19		
ptg001517l	6		
ptg001519l	1333		
ptg001520l	162		
ptg001521l	236		
ptg001523l	68		
ptg001524l	28		
ptg001525l	700		
ptg001526l	160		
ptg001530l	8		
ptg001533l	36		
ptg001534l	17498		
ptg001536l	33		
ptg001537l	20380		
ptg001538l	2		
ptg001539l	72		
ptg001541l	10		
ptg001542l	1		
ptg001543l	359		
ptg001545l	235		
ptg001546l	273		
ptg001547l	15		
ptg001549l	8		
ptg001550l	416		
ptg001551l	278		
ptg001552l	3		
ptg001553l	3		
ptg001555l	32		
ptg001556l	21		
ptg001558l	24		
ptg001559l	127		
ptg001560l	1		
ptg001561l	54		
ptg001562l	326		
ptg001564l	4		
ptg001565l	2		
ptg001566l	2		
ptg001568l	845		
ptg001569l	2		
ptg001572l	184		
ptg001574l	8		
ptg001577l	309		
ptg001578l	21461		
ptg001580l	7		
ptg001581l	549		
ptg001582l	2		
ptg001583l	56		
ptg001584l	230		
ptg001585l	1193		
ptg001587l	30		
ptg001588l	70		
ptg001589l	254		
ptg001590l	162		
ptg001591l	12		
ptg001592l	24		
ptg001593l	14934		
ptg001594l	3		
ptg001597l	358		
ptg001598l	33		
ptg001599l	38		
ptg001601l	12		
ptg001602l	567		
ptg001603l	711		
ptg001605l	125		
ptg001606l	19		
ptg001608l	181		
ptg001609l	3309		
ptg001610l	8		
ptg001611l	379		
ptg001613l	58		
ptg001614l	618		
ptg001615l	401		
ptg001616l	4		
ptg001617l	356		
ptg001618l	24		
ptg001619l	23		
ptg001620l	18		
ptg001621l	196		
ptg001622l	328		
ptg001624l	191		
ptg001625l	398		
ptg001626l	380		
ptg001629l	21		
ptg001630l	4		
ptg001631l	4		
ptg001632l	6		
ptg001633l	689		
ptg001635l	2		
ptg001636l	22		
ptg001638l	4		
ptg001639l	421		
ptg001640l	455		
ptg001641l	173		
ptg001642l	130		
ptg001643l	101		
ptg001644l	18		
ptg001645l	4		
ptg001647l	1002		
ptg001649l	4		
ptg001650l	165		
ptg001651l	455		
ptg001653l	203		
ptg001654l	376		
ptg001655l	10		
ptg001656l	352		
ptg001657l	25		
ptg001658l	222		
ptg001659l	7		
ptg001660l	462		
ptg001661l	473		
ptg001664l	4		
ptg001665l	244		
ptg001666l	22		
ptg001667l	31		
ptg001670l	119		
ptg001671l	78		
ptg001672l	7		
ptg001673l	29		
ptg001674l	65		
ptg001675l	6		
ptg001676l	14		
ptg001677l	253		
ptg001679l	60		
ptg001681l	17		
ptg001682l	11		
ptg001684l	2		
ptg001685l	14		
ptg001687l	9		
ptg001688l	25		
ptg001689l	315		
ptg001690l	3		
ptg001691l	3032		
ptg001692l	473		
ptg001693l	18		
ptg001694l	5		
ptg001695l	10		
ptg001696l	43		
ptg001697l	449		
ptg001698l	25		
ptg001699l	1104		
ptg001701l	8		
ptg001702l	5		
ptg001704l	4		
ptg001705l	221		
ptg001706l	27		
ptg001707l	40		
ptg001708l	36		
ptg001709l	53		
ptg001710l	76		
ptg001711l	195		
ptg001712l	84		
ptg001713l	15		
ptg001715l	110		
ptg001717l	1		
ptg001718l	32		
ptg001719l	133		
ptg001720l	4		
ptg001721c	380		
ptg001722l	2		
ptg001723l	31		
ptg001725l	2		
ptg001726l	21		
ptg001727l	52		
ptg001730l	85		
ptg001732l	631		
ptg001733l	4		
ptg001734l	15		
ptg001736l	481		
ptg001740l	109		
ptg001742l	2		
ptg001743l	2		
ptg001744l	2		
ptg001745l	10		
ptg001746l	142		
ptg001747l	18		
ptg001748l	14		
ptg001750l	2		
ptg001751l	87		
ptg001753l	20		
ptg001754l	15		
ptg001755l	113		
ptg001757l	49		
ptg001758l	10		
ptg001759l	2		
ptg001760l	898		
ptg001761l	12		
ptg001762l	18		
ptg001763l	54		
ptg001764l	5		
ptg001765l	8		
ptg001770l	4		
ptg001773l	4		
ptg001774l	18		
ptg001775l	6		
ptg001777l	41		
ptg001778l	8		
ptg001779l	8		
ptg001780l	1035		
ptg001781l	297		
ptg001782l	18		
ptg001783l	8		
ptg001784l	24		
ptg001785l	2		
ptg001786l	1		
ptg001787l	446		
ptg001788l	368		
ptg001789l	5		
ptg001790l	2		
ptg001792l	200		
ptg001793l	7		
ptg001794l	12		
ptg001795l	64930		
ptg001798l	6		
ptg001799l	6		
ptg001800l	29		
ptg001801l	14		
ptg001802l	9		
ptg001803l	55		
ptg001804l	2972		
ptg001805l	2		
ptg001806l	25		
ptg001807l	344		
ptg001808l	15557		
ptg001811l	12		
ptg001812l	2		
ptg001813l	30		
ptg001814l	14		
ptg001815l	2		
ptg001816l	14159		
ptg001817l	6		
ptg001818l	5		
ptg001819l	88		
ptg001820l	49		
ptg001821l	7		
ptg001822l	12		
ptg001823l	125		
ptg001824l	36		
ptg001825l	14		
ptg001827l	586		
ptg001828l	23		
ptg001829l	18		
ptg001830l	63		
ptg001831l	49		
ptg001832l	10		
ptg001833l	224		
ptg001834l	54		
ptg001836l	6		
ptg001837l	38		
ptg001838l	395		
ptg001841l	4		
ptg001842l	7		
ptg001843l	44		
ptg001844l	4		
ptg001845l	20		
ptg001846l	110		
ptg001848l	2		
ptg001849l	148		
ptg001850l	21904		
ptg001851l	2		
ptg001852l	84		
ptg001853l	23		
ptg001855l	14		
ptg001857l	277		
ptg001858l	4		
ptg001859l	18		
ptg001860l	50		
ptg001861l	3		
ptg001862l	19		
ptg001863l	18		
ptg001864l	17784		
ptg001865l	8		
ptg001866l	2		
ptg001867l	23		
ptg001868l	4		
ptg001869l	2642		
ptg001870l	195		
ptg001871l	25424		
ptg001873l	380		
ptg001874l	8		
ptg001875l	457		
ptg001876l	246		
ptg001877l	2		
ptg001878l	705		
ptg001880l	3		
ptg001882l	188		
ptg001883l	665		
ptg001884l	1		
