Ref	Count	SecCount	SupCount
ptg000499l	6445		
ptg000502l	47		
ptg000505l	1		
ptg000506l	1027		
ptg000510l	2		
ptg000513l	87		
ptg000515l	1		
ptg000518l	6		
ptg000521l	14		
ptg000523l	17		
ptg000530l	11359		
ptg000532l	11061		
ptg000533l	4		
ptg000534l	57		
ptg000535l	2		
ptg000537l	3135		
ptg000538l	5		
ptg000541l	1505		
ptg000546l	245		
ptg000551l	128		
ptg000554l	16		
ptg000556l	90		
ptg000559l	48		
ptg000564l	2631		
ptg000567l	689		
ptg000573l	55		
ptg000575l	5664		
ptg000582l	2055		
ptg000590l	2		
ptg000593l	102		
ptg000598l	1129		
ptg000599l	7076		
ptg000604l	1266		
ptg000606l	2		
ptg000612l	164		
ptg000614l	1261		
ptg000622l	181		
ptg000625l	4181		
ptg000630l	410		
ptg000635l	1190		
ptg000639l	61		
ptg000640l	107		
ptg000642l	9		
ptg000649l	163		
ptg000651l	4505		
ptg000654l	5		
ptg000657l	833		
ptg000658l	1191		
ptg000662l	28		
ptg000663l	20		
ptg000665l	6258		
ptg000666l	6726		
ptg000668l	5		
ptg000669l	44		
ptg000675l	2255		
ptg000676l	40		
ptg000681l	605		
ptg000683l	2219		
ptg000684l	42		
ptg000686l	407		
ptg000689l	3		
ptg000693l	1106		
ptg000696l	8263		
ptg000699l	258		
ptg000703l	30623		
ptg000705l	1011		
ptg000706l	13		
ptg000712l	72		
ptg000713l	837		
ptg000714l	10		
ptg000726l	801		
ptg000731l	150		
ptg000732l	2		
ptg000734l	226		
ptg000739l	16		
ptg000744l	304		
ptg000745l	95		
ptg000748l	27		
ptg000749l	82		
ptg000752l	11		
ptg000753l	3269		
ptg000759l	1463		
ptg000765l	2343		
ptg000773l	638		
ptg000774l	601		
ptg000775l	11291		
ptg000777l	4733		
ptg000779l	8		
ptg000781l	123		
ptg000784l	517		
ptg000787l	5071		
ptg000790l	31		
ptg000791l	16		
ptg000793l	2		
ptg000796l	6795		
ptg000800l	60		
ptg000803l	40782		
ptg000804l	611		
ptg000807l	10		
ptg000808l	3		
ptg000811l	55		
ptg000813l	797		
ptg000814l	381		
ptg000815l	71		
ptg000818l	16		
ptg000826l	34		
ptg000828l	4		
ptg000832l	8		
ptg000834l	455		
ptg000835l	110		
ptg000843l	1		
ptg000844l	1		
ptg000847l	13		
ptg000849l	35		
ptg000855l	30		
ptg000856l	75		
ptg000858l	50		
ptg000859l	2		
ptg000861l	51		
ptg000862l	495		
ptg000864l	1203		
ptg000870l	1084		
ptg000872l	8		
ptg000873l	37		
ptg000875l	629		
ptg000878l	7		
ptg000880l	1007		
ptg000881l	33		
ptg000882l	96		
ptg000891l	1674		
ptg000894l	195		
ptg000896l	2		
ptg000898l	749		
ptg000900l	391		
ptg000906l	1		
ptg000908l	43		
ptg000912l	29		
ptg000914l	729		
ptg000918l	2796		
ptg000919l	4		
ptg000921l	1268		
ptg000926l	46		
ptg000928l	541		
ptg000929l	75		
ptg000930l	1		
ptg000931l	2		
ptg000934l	91		
ptg000935l	813		
ptg000938l	6		
ptg000942l	1158		
ptg000943l	454		
ptg000945l	628		
ptg000946l	2039		
ptg000947l	2		
ptg000948l	40		
ptg000950l	51		
ptg000953l	1045		
ptg000954l	4		
ptg000958l	54		
ptg000960l	33		
ptg000962l	5		
ptg000965l	380		
ptg000966l	1		
ptg000967l	119		
ptg000969l	522		
ptg000975l	127		
ptg000978l	112		
ptg000980l	6		
ptg000986l	492		
ptg000987l	1347		
ptg000988l	2		
ptg000989l	110374		
ptg000991l	95		
ptg000996l	1373		
ptg001003l	23		
ptg001006l	181		
ptg001009l	218		
ptg001011l	784		
ptg001012l	122512		
ptg001016l	18		
ptg001017l	1224		
ptg001018l	2374		
ptg001022l	907		
ptg001024l	2753		
ptg001027l	8		
ptg001028l	59		
ptg001033l	4		
ptg001038l	266		
ptg001041l	689		
ptg001042l	61123		
ptg001043l	5242		
ptg001049l	620		
ptg001052l	2		
ptg001054l	36		
ptg001055l	6		
ptg001058l	110		
ptg001060l	12		
ptg001062l	54		
ptg001064l	48		
ptg001066l	5		
ptg001068l	14		
ptg001071l	2		
ptg001072l	2		
ptg001073l	31		
ptg001074l	2		
ptg001076l	1		
ptg001081l	4		
ptg001086l	319		
ptg001087l	20		
ptg001089l	5		
ptg001090l	2		
ptg001098c	71		
ptg001100l	230		
ptg001106l	1893		
ptg001108l	997		
ptg001113l	109		
ptg001114l	32		
ptg001120l	79		
ptg001121l	13		
ptg001123l	40		
ptg001124l	1578		
ptg001127l	163		
ptg001128l	437		
ptg001129l	3		
ptg001130l	18		
ptg001134l	6		
ptg001137c	21		
ptg001139l	37		
ptg001144l	207		
ptg001145l	3		
ptg001146l	379		
ptg001147l	154		
ptg001149l	6		
ptg001150l	139		
ptg001151l	137		
ptg001152l	52		
ptg001153l	4		
ptg001154l	6		
ptg001155l	4		
ptg001156l	402		
ptg001159l	147		
ptg001161l	2		
ptg001163l	4		
ptg001164l	436		
ptg001166l	537		
ptg001167l	23		
ptg001168l	142		
ptg001171l	6		
ptg001177l	93		
ptg001178l	105		
ptg001179l	55		
ptg001181l	616		
ptg001182l	13		
ptg001184l	144		
ptg001189l	4		
ptg001192l	345		
ptg001195l	2		
ptg001200l	184		
ptg001202l	12		
ptg001204l	54		
ptg001207l	19		
ptg001208l	5		
ptg001211l	34		
ptg001213l	913		
ptg001214l	49		
ptg001217l	73		
ptg001218l	943		
ptg001219l	6		
ptg001222l	22408		
ptg001226l	72		
ptg001227l	255		
ptg001228l	14		
ptg001231l	1073		
ptg001236l	8		
ptg001238l	10		
ptg001239l	22		
ptg001241l	238		
ptg001242l	25		
ptg001243l	162		
ptg001244l	16		
ptg001246l	93		
ptg001248l	4		
ptg001251l	36		
ptg001252l	12		
ptg001255l	1		
ptg001260l	16650		
ptg001261l	14		
ptg001263l	105		
ptg001264l	2		
ptg001265l	5629		
ptg001267l	10		
ptg001272l	6		
ptg001273l	154		
ptg001275l	161		
ptg001284l	121		
ptg001289l	19		
ptg001290l	96		
ptg001291l	1		
ptg001295l	38		
ptg001297l	4		
ptg001303l	7		
ptg001304l	11		
ptg001306c	28		
ptg001307l	32		
ptg001308l	405		
ptg001309l	70		
ptg001310l	579		
ptg001311l	81		
ptg001312l	89		
ptg001315l	337		
ptg001316l	13		
ptg001318l	2		
ptg001319l	224		
ptg001322l	2169		
ptg001327l	33718		
ptg001328l	36		
ptg001331l	22		
ptg001332l	17738		
ptg001336l	105		
ptg001337l	815		
ptg001338l	11		
ptg001340l	8		
ptg001341l	77		
ptg001342l	733		
ptg001343l	18		
ptg001346l	70		
ptg001347l	116		
ptg001348l	2		
ptg001351c	34		
ptg001354l	8		
ptg001355l	232		
ptg001360l	15		
ptg001361l	10		
ptg001364l	36		
ptg001366l	132		
ptg001368l	6		
ptg001373l	1360		
ptg001374l	6		
ptg001375l	46		
ptg001376l	21		
ptg001378l	52		
ptg001379l	134		
ptg001380l	2		
ptg001381l	88		
ptg001383l	144		
ptg001384l	210		
ptg001386l	121		
ptg001387l	2		
ptg001390l	85		
ptg001391l	41		
ptg001393l	106		
ptg001394l	10		
ptg001395l	51		
ptg001396l	2		
ptg001398l	131		
ptg001404l	29		
ptg001405l	88		
ptg001409l	10		
ptg001410l	2		
ptg001411l	2		
ptg001414l	11825		
ptg001415l	271		
ptg001417l	10		
ptg001420l	2		
ptg001424l	34		
ptg001426l	87		
ptg001427l	115		
ptg001433l	57		
ptg001434l	67		
ptg001436l	43		
ptg001437l	99		
ptg001438l	153		
ptg001440l	3		
ptg001441l	17		
ptg001442l	29		
ptg001443l	2		
ptg001445l	29		
ptg001447l	183		
ptg001451l	313		
ptg001454l	8277		
ptg001455l	335		
ptg001456l	6		
ptg001457l	111		
ptg001458l	28		
ptg001460l	764		
ptg001463l	4		
ptg001467l	117		
ptg001469l	66084		
ptg001470l	12		
ptg001472l	4		
ptg001474l	80		
ptg001476l	4		
ptg001479l	2		
ptg001480l	31		
ptg001481l	180		
ptg001482l	56		
ptg001485l	66		
ptg001488l	2782		
ptg001489l	5		
ptg001491l	34		
ptg001492l	36		
ptg001493l	100		
ptg001496l	113		
ptg001497l	152		
ptg001498l	115		
ptg001501l	156		
ptg001502l	34		
ptg001504l	30		
ptg001506l	2		
ptg001509l	94		
ptg001510l	39		
ptg001511l	66		
ptg001512l	149		
ptg001513l	5		
ptg001518l	38		
ptg001519l	232		
ptg001520l	86		
ptg001521l	1		
ptg001524l	60		
ptg001525l	46		
ptg001526l	10		
ptg001534l	46050		
ptg001537l	49898		
ptg001538l	69		
ptg001539l	128		
ptg001541l	120		
ptg001543l	70		
ptg001545l	29		
ptg001546l	5		
ptg001550l	268		
ptg001551l	67		
ptg001552l	91		
ptg001553l	40		
ptg001555l	22		
ptg001556l	2		
ptg001557l	24		
ptg001558l	1		
ptg001559l	12		
ptg001560l	45		
ptg001562l	117		
ptg001564l	135		
ptg001565l	55		
ptg001566l	48		
ptg001568l	362		
ptg001572l	16		
ptg001577l	87		
ptg001578l	52474		
ptg001580l	4		
ptg001581l	99		
ptg001582l	81		
ptg001583l	13		
ptg001584l	4		
ptg001585l	17		
ptg001587l	2		
ptg001588l	10		
ptg001589l	15		
ptg001590l	42		
ptg001591l	2		
ptg001592l	6		
ptg001593l	11575		
ptg001594l	96		
ptg001597l	8		
ptg001602l	69		
ptg001603l	205		
ptg001604l	30		
ptg001605l	3		
ptg001607l	182		
ptg001609l	8703		
ptg001610l	57		
ptg001611l	368		
ptg001612l	86		
ptg001613l	15		
ptg001614l	9		
ptg001615l	87		
ptg001616l	16		
ptg001618l	2		
ptg001619l	24		
ptg001620l	255		
ptg001622l	2		
ptg001623l	63		
ptg001624l	2		
ptg001625l	1075		
ptg001626l	115		
ptg001627l	87		
ptg001630l	62		
ptg001631l	122		
ptg001632l	83		
ptg001633l	102		
ptg001634l	84		
ptg001635l	2		
ptg001636l	2		
ptg001638l	188		
ptg001639l	28		
ptg001640l	20		
ptg001641l	8		
ptg001642l	82		
ptg001643l	20		
ptg001647l	93		
ptg001648l	53		
ptg001649l	77		
ptg001651l	89		
ptg001652l	4		
ptg001653l	448		
ptg001654l	97		
ptg001657l	1		
ptg001659l	2		
ptg001660l	2		
ptg001661l	142		
ptg001665l	40		
ptg001666l	6		
ptg001670l	8		
ptg001673l	16		
ptg001676l	4		
ptg001677l	57		
ptg001679l	38		
ptg001680l	61		
ptg001683l	176		
ptg001685l	2		
ptg001687l	98		
ptg001689l	2		
ptg001690l	84		
ptg001691l	116		
ptg001692l	127		
ptg001694l	106		
ptg001695l	1		
ptg001696l	10		
ptg001697l	171		
ptg001699l	50		
ptg001701l	31		
ptg001703l	168		
ptg001704l	2		
ptg001705l	2		
ptg001709l	4		
ptg001711l	54		
ptg001716l	42		
ptg001717l	57		
ptg001719l	8		
ptg001720l	80		
ptg001721c	57		
ptg001722l	26		
ptg001723l	5		
ptg001724l	34		
ptg001725l	261		
ptg001727l	2		
ptg001728l	225		
ptg001729l	20		
ptg001730l	23		
ptg001732l	4		
ptg001733l	194		
ptg001734l	32		
ptg001736l	6		
ptg001737l	13		
ptg001738l	47		
ptg001740l	1		
ptg001742l	98		
ptg001743l	57		
ptg001744l	88		
ptg001745l	44		
ptg001746l	6		
ptg001749l	47		
ptg001750l	29		
ptg001753l	2		
ptg001754l	4		
ptg001756l	36		
ptg001757l	1		
ptg001759l	48		
ptg001760l	13		
ptg001761l	108		
ptg001765l	74		
ptg001768l	19		
ptg001769l	57		
ptg001770l	19		
ptg001772l	30		
ptg001773l	42		
ptg001776l	22		
ptg001777l	3		
ptg001779l	186		
ptg001780l	20		
ptg001783l	142		
ptg001785l	55		
ptg001786l	4		
ptg001787l	145		
ptg001788l	708		
ptg001790l	77		
ptg001792l	340		
ptg001793l	180		
ptg001794l	37		
ptg001795l	150143		
ptg001798l	28		
ptg001799l	2		
ptg001800l	8		
ptg001801l	2		
ptg001802l	225		
ptg001803l	22		
ptg001804l	3210		
ptg001805l	120		
ptg001807l	65		
ptg001808l	40642		
ptg001812l	53		
ptg001813l	2		
ptg001815l	97		
ptg001816l	32863		
ptg001817l	2		
ptg001820l	6		
ptg001824l	5		
ptg001826l	54		
ptg001827l	9		
ptg001831l	8		
ptg001834l	1		
ptg001838l	59		
ptg001839l	79		
ptg001840l	18		
ptg001841l	91		
ptg001842l	50		
ptg001844l	2		
ptg001846l	2		
ptg001847l	39		
ptg001849l	668		
ptg001850l	51301		
ptg001851l	48		
ptg001852l	9		
ptg001854l	6		
ptg001857l	54		
ptg001858l	36		
ptg001861l	57		
ptg001864l	39933		
ptg001868l	84		
ptg001869l	7929		
ptg001870l	40		
ptg001871l	54609		
ptg001872l	104		
ptg001873l	228		
ptg001875l	470		
ptg001876l	49		
ptg001878l	114		
ptg001880l	80		
ptg001882l	158		
ptg001883l	143		
