Ref	Count	SecCount	SupCount
ptg001065l	474		
ptg001066l	1005		
ptg001068l	721		
ptg001071l	205		
ptg001072l	259		
ptg001073l	62		
ptg001074l	1294		
ptg001076l	84		
ptg001078l	163		
ptg001081l	58		
ptg001085l	126		
ptg001086l	1155		
ptg001087l	70		
ptg001089l	52		
ptg001090l	176		
ptg001091l	138		
ptg001096l	144		
ptg001098c	5916		
ptg001100l	2000		
ptg001106l	7329		
ptg001107l	81		
ptg001108l	5370		
ptg001113l	1082		
ptg001114l	191		
ptg001115l	23		
ptg001119l	572		
ptg001120l	589		
ptg001121l	1460		
ptg001122l	67		
ptg001123l	349		
ptg001124l	2067		
ptg001127l	5		
ptg001128l	895		
ptg001129l	45		
ptg001130l	260		
ptg001131l	36		
ptg001136l	396		
ptg001137c	291		
ptg001139l	63		
ptg001143l	28		
ptg001144l	6795		
ptg001145l	166		
ptg001146l	10		
ptg001147l	2742		
ptg001149l	62		
ptg001150l	2132		
ptg001151l	3613		
ptg001152l	458		
ptg001153l	109		
ptg001154l	189		
ptg001155l	297		
ptg001156l	2196		
ptg001158l	148		
ptg001159l	748		
ptg001161l	53		
ptg001163l	156		
ptg001164l	510		
ptg001166l	2717		
ptg001167l	789		
ptg001168l	563		
ptg001171l	259		
ptg001176l	231		
ptg001177l	1776		
ptg001179l	584		
ptg001181l	9475		
ptg001182l	9		
ptg001184l	2810		
ptg001186l	11		
ptg001189l	380		
ptg001191l	118		
ptg001192l	967		
ptg001193l	124		
ptg001195l	33		
ptg001196l	46		
ptg001200l	2385		
ptg001202l	230		
ptg001204l	206		
ptg001205l	192		
ptg001207l	756		
ptg001208l	374		
ptg001210l	145		
ptg001211l	649		
ptg001213l	2234		
ptg001214l	1315		
ptg001217l	1		
ptg001218l	7715		
ptg001219l	589		
ptg001220l	23		
ptg001222l	43370		
ptg001226l	381		
ptg001227l	1768		
ptg001228l	369		
ptg001231l	5724		
ptg001233l	27		
ptg001234l	102		
ptg001236l	26		
ptg001237l	73		
ptg001238l	353		
ptg001239l	544		
ptg001241l	536		
ptg001243l	1517		
ptg001244l	2140		
ptg001245l	42		
ptg001246l	8		
ptg001248l	42		
ptg001249l	86		
ptg001251l	4		
ptg001252l	282		
ptg001253l	224		
ptg001255l	38		
ptg001260l	34041		
ptg001261l	3613		
ptg001262l	604		
ptg001263l	1285		
ptg001264l	1436		
ptg001265l	36644		
ptg001266l	199		
ptg001267l	171		
ptg001271l	58		
ptg001272l	211		
ptg001273l	1618		
ptg001275l	1821		
ptg001277l	28		
ptg001278l	62		
ptg001279l	76		
ptg001280l	151		
ptg001281l	123		
ptg001282l	80		
ptg001283l	31		
ptg001284l	1321		
ptg001289l	594		
ptg001290l	1043		
ptg001291l	120		
ptg001295l	2		
ptg001297l	22		
ptg001303l	185		
ptg001304l	553		
ptg001306c	14494		
ptg001307l	193		
ptg001308l	5086		
ptg001309l	1		
ptg001310l	8820		
ptg001311l	869		
ptg001312l	568		
ptg001313l	38		
ptg001314l	98		
ptg001315l	225		
ptg001316l	1597		
ptg001318l	38		
ptg001319l	3131		
ptg001322l	6745		
ptg001324l	24		
ptg001325l	49		
ptg001327l	46309		
ptg001328l	1		
ptg001329l	97		
ptg001331l	855		
ptg001332l	55390		
ptg001333l	62		
ptg001335l	195		
ptg001336l	203		
ptg001337l	567		
ptg001338l	39		
ptg001339l	139		
ptg001340l	938		
ptg001342l	709		
ptg001343l	196		
ptg001345l	203		
ptg001346l	429		
ptg001347l	58		
ptg001348l	305		
ptg001350l	154		
ptg001351c	1325		
ptg001352l	109		
ptg001353l	26		
ptg001354l	641		
ptg001355l	14		
ptg001357l	14		
ptg001358l	88		
ptg001360l	93		
ptg001361l	134		
ptg001362l	33		
ptg001363l	314		
ptg001364l	489		
ptg001366l	1		
ptg001367l	55		
ptg001369l	46		
ptg001370l	48		
ptg001372l	267		
ptg001373l	7895		
ptg001374l	852		
ptg001376l	898		
ptg001377l	68		
ptg001378l	445		
ptg001379l	438		
ptg001380l	60		
ptg001381l	765		
ptg001383l	1353		
ptg001384l	576		
ptg001386l	1540		
ptg001387l	225		
ptg001388l	280		
ptg001390l	2513		
ptg001391l	1196		
ptg001393l	5		
ptg001394l	332		
ptg001395l	108		
ptg001396l	322		
ptg001401l	80		
ptg001402c	9		
ptg001404l	6		
ptg001405l	838		
ptg001406l	24		
ptg001409l	1439		
ptg001410l	147		
ptg001411l	209		
ptg001414l	27249		
ptg001415l	3972		
ptg001417l	48		
ptg001420l	92		
ptg001422l	30		
ptg001424l	171		
ptg001427l	1598		
ptg001430l	122		
ptg001431l	196		
ptg001433l	2		
ptg001434l	2		
ptg001437l	401		
ptg001438l	126		
ptg001440l	154		
ptg001441l	190		
ptg001442l	75		
ptg001443l	26		
ptg001444l	41		
ptg001445l	1		
ptg001446l	25		
ptg001447l	2471		
ptg001448l	22		
ptg001451l	1465		
ptg001453l	361		
ptg001454l	8925		
ptg001455l	3108		
ptg001456l	19		
ptg001457l	2		
ptg001458l	455		
ptg001460l	404		
ptg001461l	97		
ptg001463l	82		
ptg001464l	73		
ptg001467l	1278		
ptg001469l	161201		
ptg001470l	519		
ptg001472l	410		
ptg001474l	855		
ptg001476l	251		
ptg001477l	37		
ptg001479l	224		
ptg001480l	154		
ptg001483l	95		
ptg001485l	829		
ptg001486l	141		
ptg001488l	8027		
ptg001489l	587		
ptg001491l	1		
ptg001493l	1695		
ptg001496l	3		
ptg001497l	8		
ptg001498l	1069		
ptg001501l	166		
ptg001504l	78		
ptg001505l	52		
ptg001506l	50		
ptg001507l	70		
ptg001509l	749		
ptg001510l	3		
ptg001511l	768		
ptg001512l	1352		
ptg001513l	635		
ptg001514l	50		
ptg001515l	129		
ptg001516l	33		
ptg001517l	67		
ptg001518l	1		
ptg001519l	4144		
ptg001520l	203		
ptg001521l	483		
ptg001523l	163		
ptg001524l	22		
ptg001525l	838		
ptg001526l	213		
ptg001530l	50		
ptg001533l	124		
ptg001534l	48902		
ptg001536l	16		
ptg001537l	53620		
ptg001539l	95		
ptg001542l	22		
ptg001543l	794		
ptg001545l	652		
ptg001546l	268		
ptg001547l	7		
ptg001549l	22		
ptg001550l	1283		
ptg001551l	353		
ptg001552l	3		
ptg001555l	40		
ptg001556l	52		
ptg001557l	6		
ptg001558l	121		
ptg001559l	304		
ptg001561l	152		
ptg001562l	995		
ptg001565l	2		
ptg001568l	1933		
ptg001569l	36		
ptg001572l	496		
ptg001574l	13		
ptg001577l	950		
ptg001578l	55778		
ptg001580l	50		
ptg001581l	908		
ptg001583l	33		
ptg001584l	1059		
ptg001585l	3843		
ptg001587l	73		
ptg001588l	206		
ptg001589l	592		
ptg001590l	434		
ptg001591l	63		
ptg001592l	84		
ptg001593l	36264		
ptg001594l	1		
ptg001597l	461		
ptg001598l	104		
ptg001599l	84		
ptg001601l	16		
ptg001602l	706		
ptg001603l	7511		
ptg001605l	211		
ptg001606l	35		
ptg001607l	2		
ptg001608l	516		
ptg001609l	9982		
ptg001611l	991		
ptg001612l	4		
ptg001613l	226		
ptg001614l	692		
ptg001615l	981		
ptg001617l	920		
ptg001618l	122		
ptg001619l	65		
ptg001620l	4		
ptg001621l	358		
ptg001622l	678		
ptg001624l	361		
ptg001625l	989		
ptg001626l	1691		
ptg001629l	69		
ptg001630l	12		
ptg001631l	3		
ptg001632l	6		
ptg001633l	1143		
ptg001635l	16		
ptg001636l	68		
ptg001638l	4		
ptg001639l	1207		
ptg001640l	392		
ptg001641l	603		
ptg001642l	791		
ptg001643l	121		
ptg001644l	45		
ptg001645l	34		
ptg001647l	1020		
ptg001648l	2		
ptg001649l	1		
ptg001650l	209		
ptg001651l	1054		
ptg001652l	10		
ptg001653l	541		
ptg001654l	1059		
ptg001655l	18		
ptg001656l	783		
ptg001657l	44		
ptg001658l	368		
ptg001659l	20		
ptg001660l	459		
ptg001661l	1134		
ptg001664l	62		
ptg001665l	437		
ptg001666l	36		
ptg001667l	40		
ptg001670l	426		
ptg001671l	182		
ptg001672l	9		
ptg001673l	19		
ptg001674l	31		
ptg001675l	48		
ptg001676l	52		
ptg001677l	312		
ptg001679l	128		
ptg001680l	4		
ptg001681l	108		
ptg001682l	41		
ptg001684l	38		
ptg001685l	29		
ptg001686l	14		
ptg001687l	3		
ptg001688l	54		
ptg001689l	351		
ptg001690l	11		
ptg001691l	8768		
ptg001692l	1109		
ptg001693l	47		
ptg001694l	6		
ptg001695l	96		
ptg001696l	366		
ptg001697l	1154		
ptg001698l	67		
ptg001699l	1688		
ptg001702l	25		
ptg001703l	1		
ptg001704l	53		
ptg001705l	618		
ptg001706l	246		
ptg001707l	83		
ptg001708l	149		
ptg001709l	30		
ptg001710l	97		
ptg001711l	612		
ptg001712l	272		
ptg001713l	45		
ptg001715l	141		
ptg001716l	3		
ptg001718l	107		
ptg001719l	197		
ptg001720l	2		
ptg001721c	920		
ptg001722l	2		
ptg001723l	57		
ptg001725l	4		
ptg001726l	52		
ptg001727l	189		
ptg001729l	2		
ptg001730l	140		
ptg001732l	1221		
ptg001734l	2		
ptg001736l	657		
ptg001740l	183		
ptg001742l	2		
ptg001744l	1		
ptg001746l	195		
ptg001747l	77		
ptg001748l	41		
ptg001749l	1		
ptg001751l	85		
ptg001753l	44		
ptg001754l	10		
ptg001755l	188		
ptg001757l	84		
ptg001758l	27		
ptg001760l	756		
ptg001761l	2		
ptg001762l	76		
ptg001763l	135		
ptg001764l	46		
ptg001765l	43		
ptg001772l	2		
ptg001774l	48		
ptg001775l	8		
ptg001776l	2		
ptg001777l	133		
ptg001778l	38		
ptg001779l	3		
ptg001780l	1551		
ptg001781l	648		
ptg001782l	42		
ptg001784l	46		
ptg001785l	1		
ptg001786l	9		
ptg001787l	1169		
ptg001788l	2489		
ptg001789l	12		
ptg001792l	481		
ptg001793l	17		
ptg001795l	158354		
ptg001798l	2		
ptg001799l	25		
ptg001800l	99		
ptg001801l	34		
ptg001802l	3		
ptg001803l	56		
ptg001804l	9090		
ptg001805l	2		
ptg001806l	30		
ptg001807l	947		
ptg001808l	43002		
ptg001811l	36		
ptg001812l	1		
ptg001813l	86		
ptg001814l	32		
ptg001816l	37912		
ptg001817l	32		
ptg001818l	9		
ptg001819l	178		
ptg001820l	112		
ptg001821l	16		
ptg001822l	20		
ptg001823l	226		
ptg001824l	411		
ptg001825l	42		
ptg001826l	2		
ptg001827l	896		
ptg001828l	91		
ptg001829l	65		
ptg001830l	157		
ptg001831l	144		
ptg001832l	37		
ptg001833l	644		
ptg001834l	127		
ptg001836l	28		
ptg001837l	155		
ptg001838l	593		
ptg001840l	2		
ptg001841l	6		
ptg001842l	1		
ptg001843l	89		
ptg001844l	5		
ptg001845l	24		
ptg001846l	342		
ptg001848l	27		
ptg001849l	491		
ptg001850l	56287		
ptg001851l	3		
ptg001852l	146		
ptg001853l	40		
ptg001855l	8		
ptg001856l	27		
ptg001857l	289		
ptg001859l	81		
ptg001860l	90		
ptg001861l	1		
ptg001862l	24		
ptg001863l	59		
ptg001864l	41234		
ptg001865l	72		
ptg001866l	19		
ptg001867l	36		
ptg001869l	8689		
ptg001870l	443		
ptg001871l	46826		
ptg001873l	414		
ptg001874l	1		
ptg001875l	808		
ptg001876l	724		
ptg001877l	2		
ptg001878l	1854		
ptg001880l	82		
ptg001882l	831		
ptg001883l	1808		
